"SG_UF","SG_UE","str_to_title(NM_UE)","final_name"
"SP","70157","Santa Albertina","Santa Albertina (SP)"
"SP","70173","Santa Bárbara D Oeste","Santa Bárbara D Oeste (SP)"
"SP","70238","Santa Clara D Oeste","Santa Clara D Oeste (SP)"
"SP","70335","Santa Fé Do Sul","Santa Fé Do Sul (SP)"
"SP","70378","Santa Isabel","Santa Isabel (SP)"
"SP","70459","Santana Da Ponte Pensa","Santana Da Ponte Pensa (SP)"
"SP","70475","Santana De Parnaíba","Santana De Parnaíba (SP)"
"SP","70491","Santa Rita D Oeste","Santa Rita D Oeste (SP)"
"SP","70572","Santo André","Santo André (SP)"
"SP","70599","Santo Antônio Da Alegria","Santo Antônio Da Alegria (SP)"
"SP","70610","Santo Antônio De Posse","Santo Antônio De Posse (SP)"
"SP","70653","Santo Antônio Do Pinhal","Santo Antônio Do Pinhal (SP)"
"SP","70718","Santos","Santos (SP)"
"SP","70750","São Bernardo Do Campo","São Bernardo Do Campo (SP)"
"SP","70777","São Caetano Do Sul","São Caetano Do Sul (SP)"
"SP","70793","São Carlos","São Carlos (SP)"
"SP","70815","São Francisco","São Francisco (SP)"
"SP","70858","São João Das Duas Pontes","São João Das Duas Pontes (SP)"
"SP","70890","São Joaquim Da Barra","São Joaquim Da Barra (SP)"
"SP","70912","São José Da Bela Vista","São José Da Bela Vista (SP)"
"SP","70971","São José Do Rio Preto","São José Do Rio Preto (SP)"
"SP","70998","São José Dos Campos","São José Dos Campos (SP)"
"SP","71030","São Manuel","São Manuel (SP)"
"SP","71072","São Paulo","São Paulo (SP)"
"SP","71153","São Sebastião","São Sebastião (SP)"
"SP","71218","São Vicente","São Vicente (SP)"
"SP","71250","Sarutaiá","Sarutaiá (SP)"
"SP","71277","Sebastianópolis Do Sul","Sebastianópolis Do Sul (SP)"
"SP","71293","Serra Azul","Serra Azul (SP)"
"SP","71331","Serra Negra","Serra Negra (SP)"
"SP","71358","Sertãozinho","Sertãozinho (SP)"
"SP","71390","Severínia","Severínia (SP)"
"SP","71455","Sorocaba","Sorocaba (SP)"
"SP","71498","Sumaré","Sumaré (SP)"
"SP","71510","Suzano","Suzano (SP)"
"SP","71536","Tabapuã","Tabapuã (SP)"
"SP","71579","Taboão Da Serra","Taboão Da Serra (SP)"
"SP","71595","Taciba","Taciba (SP)"
"SP","71617","Taguaí","Taguaí (SP)"
"SP","71633","Taiaçu","Taiaçu (SP)"
"SP","71650","Taiúva","Taiúva (SP)"
"SP","71692","Tanabi","Tanabi (SP)"
"SP","71838","Taubaté","Taubaté (SP)"
"SP","71994","Três Fronteiras","Três Fronteiras (SP)"
"SP","72010","Tupã","Tupã (SP)"
"SP","72036","Tupi Paulista","Tupi Paulista (SP)"
"SP","72052","Turiúba","Turiúba (SP)"
"SP","72079","Turmalina","Turmalina (SP)"
"SP","72095","Ubatuba","Ubatuba (SP)"
"SP","72133","Uchoa","Uchoa (SP)"
"SP","72150","União Paulista","União Paulista (SP)"
"SP","72176","Urânia","Urânia (SP)"
"SP","72214","Urupês","Urupês (SP)"
"SP","72230","Valentim Gentil","Valentim Gentil (SP)"
"SP","72257","Valinhos","Valinhos (SP)"
"SP","72311","Vargem Grande Do Sul","Vargem Grande Do Sul (SP)"
"SP","72338","Várzea Paulista","Várzea Paulista (SP)"
"SP","72370","Vinhedo","Vinhedo (SP)"
"SP","72397","Viradouro","Viradouro (SP)"
"SP","72419","Vista Alegre Do Alto","Vista Alegre Do Alto (SP)"
"SP","72451","Votuporanga","Votuporanga (SP)"
"SP","72737","Vargem Grande Paulista","Vargem Grande Paulista (SP)"
"TO","73008","Abreulândia","Abreulândia (TO)"
"TO","73024","Riachinho","Riachinho (TO)"
"TO","73032","Darcinópolis","Darcinópolis (TO)"
"TO","73040","Palmeiras Do Tocantins","Palmeiras Do Tocantins (TO)"
"TO","73067","Cachoeirinha","Cachoeirinha (TO)"
"TO","73083","Palmeirante","Palmeirante (TO)"
"TO","73091","Campos Lindos","Campos Lindos (TO)"
"TO","73105","São Félix Do Tocantins","São Félix Do Tocantins (TO)"
"TO","73113","Lagoa Do Tocantins","Lagoa Do Tocantins (TO)"
"TO","73121","Bom Jesus Do Tocantins","Bom Jesus Do Tocantins (TO)"
"TO","73130","Santa Maria Do Tocantins","Santa Maria Do Tocantins (TO)"
"TO","73148","Novo Alegre","Novo Alegre (TO)"
"TO","73156","Sandolândia","Sandolândia (TO)"
"TO","73164","Taipas Do Tocantins","Taipas Do Tocantins (TO)"
"TO","73180","São Miguel Do Tocantins","São Miguel Do Tocantins (TO)"
"TO","73199","Fortaleza Do Tabocão","Fortaleza Do Tabocão (TO)"
"TO","73229","Recursolândia","Recursolândia (TO)"
"TO","73245","Brasilândia Do Tocantins","Brasilândia Do Tocantins (TO)"
"TO","73261","Pau D Arco","Pau D Arco (TO)"
"TO","73270","Mateiros","Mateiros (TO)"
"TO","73288","São Bento Do Tocantins","São Bento Do Tocantins (TO)"
"TO","73318","Araguanã","Araguanã (TO)"
"TO","73326","Carmolândia","Carmolândia (TO)"
"TO","73334","Aragominas","Aragominas (TO)"
"TO","73342","Muricilândia","Muricilândia (TO)"
"TO","73385","Lagoa Da Confusão","Lagoa Da Confusão (TO)"
"TO","73407","Lajeado","Lajeado (TO)"
"TO","73415","Rio Dos Bois","Rio Dos Bois (TO)"
"TO","73423","Carrasco Bonito","Carrasco Bonito (TO)"
"TO","73431","Rio Da Conceição","Rio Da Conceição (TO)"
"TO","73440","Palmas","Palmas (TO)"
"TO","73458","Tupirama","Tupirama (TO)"
"TO","73466","Oliveira De Fátima","Oliveira De Fátima (TO)"
"TO","73474","Chapada De Areia","Chapada De Areia (TO)"
"TO","73482","Chapada Da Natividade","Chapada Da Natividade (TO)"
"TO","73512","Aguiarnópolis","Aguiarnópolis (TO)"
"TO","73520","Luzinópolis","Luzinópolis (TO)"
"TO","73547","Santa Rita Do Tocantins","Santa Rita Do Tocantins (TO)"
"TO","73555","Crixás Do Tocantins","Crixás Do Tocantins (TO)"
"TO","73571","Pugmil","Pugmil (TO)"
"TO","73598","Ipueiras","Ipueiras (TO)"
"TO","92002","Bernardo Sayão","Bernardo Sayão (TO)"
"TO","92045","Buriti Do Tocantins","Buriti Do Tocantins (TO)"
"TO","92070","Almas","Almas (TO)"
"TO","92088","Caseara","Caseara (TO)"
"TO","92134","Alvorada","Alvorada (TO)"
"TO","92142","Combinado","Combinado (TO)"
"TO","92185","Divinópolis Do Tocantins","Divinópolis Do Tocantins (TO)"
"TO","92193","Ananás","Ananás (TO)"
"TO","92240","Goianorte","Goianorte (TO)"
"TO","92304","Marianópolis Do Tocantins","Marianópolis Do Tocantins (TO)"
"TO","92371","Araguacema","Araguacema (TO)"
"TO","92398","Araguaçu","Araguaçu (TO)"
"TO","92410","Araguaína","Araguaína (TO)"
"TO","92436","Araguatins","Araguatins (TO)"
"TO","92452","Arapoema","Arapoema (TO)"
"TO","92479","Arraias","Arraias (TO)"
"TO","92487","Pequizeiro","Pequizeiro (TO)"
"TO","92509","Porto Alegre Do Tocantins","Porto Alegre Do Tocantins (TO)"
"TO","92525","Praia Norte","Praia Norte (TO)"
"TO","92541","Sampaio","Sampaio (TO)"
"TO","92576","Axixá Do Tocantins","Axixá Do Tocantins (TO)"
"TO","92606","Santa Tereza Do Tocantins","Santa Tereza Do Tocantins (TO)"
"TO","92738","Brejinho De Nazaré","Brejinho De Nazaré (TO)"
"TO","93114","Colinas Do Tocantins","Colinas Do Tocantins (TO)"
"TO","93211","Couto De Magalhães","Couto De Magalhães (TO)"
"TO","93238","Cristalândia","Cristalândia (TO)"
"TO","93416","Dianópolis","Dianópolis (TO)"
"TO","93459","Dois Irmãos Do Tocantins","Dois Irmãos Do Tocantins (TO)"
"TO","93653","Formoso Do Araguaia","Formoso Do Araguaia (TO)"
"TO","93858","Gurupi","Gurupi (TO)"
"TO","94170","Itaporã Do Tocantins","Itaporã Do Tocantins (TO)"
"TO","94617","Miracema Do Tocantins","Miracema Do Tocantins (TO)"
"TO","94633","Miranorte","Miranorte (TO)"
"TO","94692","Monte Do Carmo","Monte Do Carmo (TO)"
"TO","94811","Natividade","Natividade (TO)"
"TO","94994","Novo Acordo","Novo Acordo (TO)"
"TO","95192","Paraíso Do Tocantins","Paraíso Do Tocantins (TO)"
"TO","95214","Paranã","Paranã (TO)"
"TO","95257","Pedro Afonso","Pedro Afonso (TO)"
"TO","95273","Peixe","Peixe (TO)"
"TO","95290","Colméia","Colméia (TO)"
"TO","95370","Pindorama Do Tocantins","Pindorama Do Tocantins (TO)"
"TO","95478","Pium","Pium (TO)"
"TO","95532","Ponte Alta Do Tocantins","Ponte Alta Do Tocantins (TO)"
"TO","95591","Porto Nacional","Porto Nacional (TO)"
"TO","96032","São Sebastião Do Tocantins","São Sebastião Do Tocantins (TO)"
"TO","96130","Sítio Novo Do Tocantins","Sítio Novo Do Tocantins (TO)"
"TO","96199","Tocantínia","Tocantínia (TO)"
"TO","96210","Tocantinópolis","Tocantinópolis (TO)"
"TO","96270","Guaraí","Guaraí (TO)"
"TO","96431","Xambioá","Xambioá (TO)"
"TO","96490","Palmeirópolis","Palmeirópolis (TO)"
"TO","96598","Silvanópolis","Silvanópolis (TO)"
"TO","96636","Nova Olinda","Nova Olinda (TO)"
"TO","96652","Wanderlândia","Wanderlândia (TO)"
"TO","96792","Rio Sono","Rio Sono (TO)"
"TO","96830","Fátima","Fátima (TO)"
"TO","96857","Augustinópolis","Augustinópolis (TO)"
"TO","96970","Aparecida Do Rio Negro","Aparecida Do Rio Negro (TO)"
"TO","96997","Barrolândia","Barrolândia (TO)"
NA,"62979","Campos Novos Paulista","Campos Novos Paulista (NA)"
NA,"24970","Ouricuri","Ouricuri (NA)"
NA,"67172","Mogi Mirim","Mogi Mirim (NA)"
NA,"68314","Paulínia","Paulínia (NA)"
NA,"70718","Santos","Santos (NA)"
NA,"24570","Jaboatão Dos Guararapes","Jaboatão Dos Guararapes (NA)"
NA,"25313","Recife","Recife (NA)"
NA,"68535","Peruíbe","Peruíbe (NA)"
NA,"64750","Guarujá","Guarujá (NA)"
NA,"25437","Salgueiro","Salgueiro (NA)"
NA,"65471","Itapetininga","Itapetininga (NA)"
NA,"71358","Sertãozinho","Sertãozinho (NA)"
NA,"65099","Ilhabela","Ilhabela (NA)"
NA,"23574","Cabo De Santo Agostinho","Cabo De Santo Agostinho (NA)"
NA,"24139","Floresta","Floresta (NA)"
NA,"23310","Belém De São Francisco","Belém De São Francisco (NA)"
NA,"68110","Paraguaçu Paulista","Paraguaçu Paulista (NA)"
NA,"23434","Bom Jardim","Bom Jardim (NA)"
NA,"24236","Goiana","Goiana (NA)"
NA,"25771","Serra Talhada","Serra Talhada (NA)"
NA,"23213","Araripina","Araripina (NA)"
NA,"24350","Igarassu","Igarassu (NA)"
NA,"24198","Garanhuns","Garanhuns (NA)"
NA,"25496","Santa Cruz Do Capibaribe","Santa Cruz Do Capibaribe (NA)"
NA,"25712","São José Do Egito","São José Do Egito (NA)"
NA,"67377","Monte Mor","Monte Mor (NA)"
NA,"23299","Belém De Maria","Belém De Maria (NA)"
NA,"23493","Brejinho","Brejinho (NA)"
NA,"23990","Cupira","Cupira (NA)"
NA,"24430","Ipojuca","Ipojuca (NA)"
NA,"25291","Quipapá","Quipapá (NA)"
NA,"26310","Abreu E Lima","Abreu E Lima (NA)"
NA,"70890","São Joaquim Da Barra","São Joaquim Da Barra (NA)"
NA,"67393","Morro Agudo","Morro Agudo (NA)"
NA,"64815","Herculândia","Herculândia (NA)"
NA,"23035","Afrânio","Afrânio (NA)"
NA,"23175","Amaraji","Amaraji (NA)"
NA,"24856","Mirandiba","Mirandiba (NA)"
NA,"23833","Catende","Catende (NA)"
NA,"24759","Lajedo","Lajedo (NA)"
NA,"24937","Orobó","Orobó (NA)"
NA,"69272","Presidente Epitácio","Presidente Epitácio (NA)"
NA,"26190","Venturosa","Venturosa (NA)"
NA,"23655","Calçado","Calçado (NA)"
NA,"25054","Paranatama","Paranatama (NA)"
NA,"62383","Ouroeste","Ouroeste (NA)"
NA,"66656","Macedônia","Macedônia (NA)"
NA,"65153","Indiaporã","Indiaporã (NA)"
NA,"68390","Pedranópolis","Pedranópolis (NA)"
NA,"71692","Tanabi","Tanabi (NA)"
NA,"61310","Americana","Americana (NA)"
NA,"25070","Parnamirim","Parnamirim (NA)"
NA,"61832","Auriflama","Auriflama (NA)"
NA,"71072","São Paulo","São Paulo (NA)"
NA,"23477","Brejão","Brejão (NA)"
NA,"23515","Brejo Da Madre De Deus","Brejo Da Madre De Deus (NA)"
NA,"23043","Santa Cruz Da Baixa Verde","Santa Cruz Da Baixa Verde (NA)"
NA,"62324","Jumirim","Jumirim (NA)"
NA,"66290","Laranjal Paulista","Laranjal Paulista (NA)"
NA,"23221","Casinhas","Casinhas (NA)"
NA,"25330","Riacho Das Almas","Riacho Das Almas (NA)"
NA,"62103","Canas","Canas (NA)"
NA,"65331","Irapuru","Irapuru (NA)"
NA,"72737","Vargem Grande Paulista","Vargem Grande Paulista (NA)"
NA,"70270","Santa Cruz Das Palmeiras","Santa Cruz Das Palmeiras (NA)"
NA,"24830","Maraial","Maraial (NA)"
NA,"63630","Cravinhos","Cravinhos (NA)"
NA,"62197","Bauru","Bauru (NA)"
NA,"66354","Leme","Leme (NA)"
NA,"62910","Campinas","Campinas (NA)"
NA,"64491","Guaíra","Guaíra (NA)"
NA,"66494","Lucélia","Lucélia (NA)"
NA,"67130","Mogi Das Cruzes","Mogi Das Cruzes (NA)"
NA,"62219","Bebedouro","Bebedouro (NA)"
NA,"68756","Piracicaba","Piracicaba (NA)"
NA,"64513","Guapiaçu","Guapiaçu (NA)"
NA,"64114","Fernandópolis","Fernandópolis (NA)"
NA,"68039","Palmares Paulista","Palmares Paulista (NA)"
NA,"61557","Araçatuba","Araçatuba (NA)"
NA,"67075","Mirassol","Mirassol (NA)"
NA,"67610","Nova Granada","Nova Granada (NA)"
NA,"61638","Araraquara","Araraquara (NA)"
NA,"63118","Caraguatatuba","Caraguatatuba (NA)"
NA,"64254","Franca","Franca (NA)"
NA,"69817","Rio Das Pedras","Rio Das Pedras (NA)"
NA,"71153","São Sebastião","São Sebastião (NA)"
NA,"63053","Capão Bonito","Capão Bonito (NA)"
NA,"63290","Cerqueira César","Cerqueira César (NA)"
NA,"64092","Fartura","Fartura (NA)"
NA,"65358","Itaberá","Itaberá (NA)"
NA,"65579","Itaporanga","Itaporanga (NA)"
NA,"67091","Mirassolândia","Mirassolândia (NA)"
NA,"68837","Pirapora Do Bom Jesus","Pirapora Do Bom Jesus (NA)"
NA,"66478","Louveira","Louveira (NA)"
NA,"63711","Cubatão","Cubatão (NA)"
NA,"65439","Itanhaém","Itanhaém (NA)"
NA,"69213","Praia Grande","Praia Grande (NA)"
NA,"67237","Mongaguá","Mongaguá (NA)"
NA,"71218","São Vicente","São Vicente (NA)"
NA,"61280","Bertioga","Bertioga (NA)"
NA,"64670","Guararema","Guararema (NA)"
NA,"68179","Paranapanema","Paranapanema (NA)"
NA,"61778","Arujá","Arujá (NA)"
NA,"62391","Boituva","Boituva (NA)"
NA,"71510","Suzano","Suzano (NA)"
NA,"72435","Votorantim","Votorantim (NA)"
NA,"63770","Diadema","Diadema (NA)"
NA,"64157","Ferraz De Vasconcelos","Ferraz De Vasconcelos (NA)"
NA,"72257","Valinhos","Valinhos (NA)"
NA,"63452","Conchal","Conchal (NA)"
NA,"24317","Ibimirim","Ibimirim (NA)"
NA,"26158","Tupanatinga","Tupanatinga (NA)"
NA,"61590","Aramina","Aramina (NA)"
NA,"63436","Colômbia","Colômbia (NA)"
NA,"63657","Cristais Paulista","Cristais Paulista (NA)"
NA,"62413","Bom Jesus Dos Perdões","Bom Jesus Dos Perdões (NA)"
NA,"24090","Ferreiros","Ferreiros (NA)"
NA,"24252","Granito","Granito (NA)"
NA,"69337","Promissão","Promissão (NA)"
NA,"61662","Estiva Gerbi","Estiva Gerbi (NA)"
NA,"65854","Jaborandi","Jaborandi (NA)"
NA,"61042","Tarumã","Tarumã (NA)"
NA,"65773","Itobi","Itobi (NA)"
NA,"61204","Ilha Solteira","Ilha Solteira (NA)"
NA,"61727","Hortolândia","Hortolândia (NA)"
NA,"68870","Pirassununga","Pirassununga (NA)"
NA,"65390","Itajobi","Itajobi (NA)"
NA,"64734","Guariba","Guariba (NA)"
NA,NA,"Santa Bárbara D'oeste","Santa Bárbara D'oeste (NA)"
NA,"23370","Bezerros","Bezerros (NA)"
NA,"71455","Sorocaba","Sorocaba (NA)"
NA,"64777","Guarulhos","Guarulhos (NA)"
NA,"61417","Andradina","Andradina (NA)"
NA,"63215","Castilho","Castilho (NA)"
NA,"62693","Cabreúva","Cabreúva (NA)"
NA,"66192","Jundiaí","Jundiaí (NA)"
NA,"69175","Potirendaba","Potirendaba (NA)"
NA,"62081","Brejo Alegre","Brejo Alegre (NA)"
NA,"24872","Moreno","Moreno (NA)"
NA,"62995","Cananéia","Cananéia (NA)"
NA,"66230","Juquiá","Juquiá (NA)"
NA,"66796","Mariápolis","Mariápolis (NA)"
NA,"70432","Santa Mercedes","Santa Mercedes (NA)"
NA,"23230","Arcoverde","Arcoverde (NA)"
NA,"66397","Limeira","Limeira (NA)"
NA,"64912","Ibirarema","Ibirarema (NA)"
NA,"23698","Camocim De São Félix","Camocim De São Félix (NA)"
NA,"66532","Luís Antônio","Luís Antônio (NA)"
NA,"70971","São José Do Rio Preto","São José Do Rio Preto (NA)"
NA,"25810","Sertânia","Sertânia (NA)"
NA,"63819","Dobrada","Dobrada (NA)"
NA,"65811","Itupeva","Itupeva (NA)"
NA,"25852","Moreilândia","Moreilândia (NA)"
NA,"24295","Iati","Iati (NA)"
NA,"64599","Guaraci","Guaraci (NA)"
NA,"72451","Votuporanga","Votuporanga (NA)"
NA,"64530","Guapiara","Guapiara (NA)"
NA,"66036","Jardinópolis","Jardinópolis (NA)"
NA,"69795","Rio Claro","Rio Claro (NA)"
NA,"66877","Matão","Matão (NA)"
NA,"63134","Carapicuíba","Carapicuíba (NA)"
NA,"61263","Araçariguama","Araçariguama (NA)"
NA,"63614","Cotia","Cotia (NA)"
NA,"67890","Osasco","Osasco (NA)"
NA,"70475","Santana De Parnaíba","Santana De Parnaíba (NA)"
NA,"67571","Nova Aliança","Nova Aliança (NA)"
NA,"71196","São Simão","São Simão (NA)"
NA,"62871","Cajobi","Cajobi (NA)"
NA,"25631","São João","São João (NA)"
NA,"24210","Glória Do Goitá","Glória Do Goitá (NA)"
NA,"62111","Barrinha","Barrinha (NA)"
NA,"68810","Pirangi","Pirangi (NA)"
NA,"70793","São Carlos","São Carlos (NA)"
NA,"65870","Jaboticabal","Jaboticabal (NA)"
NA,"69990","Sales Oliveira","Sales Oliveira (NA)"
NA,"70599","Santo Antônio Da Alegria","Santo Antônio Da Alegria (NA)"
NA,"69051","Pontal","Pontal (NA)"
NA,"71650","Taiúva","Taiúva (NA)"
NA,"68918","Pitangueiras","Pitangueiras (NA)"
NA,"70319","Santa Ernestina","Santa Ernestina (NA)"
NA,"67695","Nova Odessa","Nova Odessa (NA)"
NA,"62294","Birigui","Birigui (NA)"
NA,"61751","Artur Nogueira","Artur Nogueira (NA)"
NA,"72230","Valentim Gentil","Valentim Gentil (NA)"
NA,"66435","Lins","Lins (NA)"
NA,"66079","Jaú","Jaú (NA)"
NA,"68098","Panorama","Panorama (NA)"
NA,"68691","Piquerobi","Piquerobi (NA)"
NA,"63231","Catanduva","Catanduva (NA)"
NA,"68012","Palestina","Palestina (NA)"
NA,"65315","Irapuã","Irapuã (NA)"
NA,"66931","Meridiano","Meridiano (NA)"
NA,"71838","Taubaté","Taubaté (NA)"
NA,"72133","Uchoa","Uchoa (NA)"
NA,"62421","Ribeirão Dos Índios","Ribeirão Dos Índios (NA)"
